время;координата x;координата y;координата z;скорость x;скорость y;скорость z;фокальный параметр;эксцентриситет;наклонение;долгота восходящего узла; аргумент широты перигея;время прохождения перигея;аргумент широты;истинная аномалия;большая полуось;период обращения;среднее движение; средняя аномалия; радиус-вектор точки
0.000;6877.997;6877999.900;6878003.000;-3000.002;-100.002;2999.998;6411185.750;0.462;1.165;0.477;-2.478;3558.813;0.679;-3.157;8149933.818;7322.185;0.001;-3.054;11913045.397
1.000;6874.996;6877899.088;6881002.187;-3001.623;-101.623;2998.376;6411185.750;0.462;1.165;0.477;-2.478;3560.657;0.680;-3.158;8149933.818;7322.185;0.001;-3.055;11912987.012
2.000;6871.994;6877796.654;6883999.753;-3003.243;-103.245;2996.754;6411185.750;0.462;1.165;0.477;-2.478;3562.501;0.680;-3.158;8149933.818;7322.185;0.001;-3.055;11912927.330
3.000;6868.990;6877692.598;6886995.695;-3004.863;-104.866;2995.130;6411185.750;0.462;1.165;0.477;-2.478;3564.345;0.680;-3.159;8149933.818;7322.185;0.001;-3.056;11912866.351
4.000;6865.984;6877586.921;6889990.013;-3006.482;-106.488;2993.506;6411185.750;0.462;1.165;0.477;-2.478;3566.189;0.681;-3.159;8149933.818;7322.185;0.001;-3.057;11912804.074
5.000;6862.977;6877479.622;6892982.707;-3008.101;-108.109;2991.881;6411185.750;0.462;1.165;0.477;-2.478;3568.033;0.681;-3.159;8149933.818;7322.185;0.001;-3.057;11912740.501
6.000;6859.968;6877370.702;6895973.776;-3009.719;-109.731;2990.256;6411185.750;0.462;1.165;0.477;-2.478;3569.878;0.682;-3.160;8149933.818;7322.185;0.001;-3.058;11912675.630
7.000;6856.957;6877260.160;6898963.218;-3011.336;-111.353;2988.630;6411185.750;0.462;1.165;0.477;-2.478;3571.722;0.682;-3.160;8149933.818;7322.185;0.001;-3.059;11912609.463
8.000;6853.945;6877147.997;6901951.035;-3012.952;-112.974;2987.002;6411185.750;0.462;1.165;0.477;-2.478;3573.566;0.682;-3.160;8149933.818;7322.185;0.001;-3.060;11912541.998
9.000;6850.931;6877034.212;6904937.223;-3014.568;-114.596;2985.375;6411185.750;0.462;1.165;0.477;-2.478;3575.410;0.683;-3.161;8149933.818;7322.185;0.001;-3.060;11912473.236
10.000;6847.916;6876918.805;6907921.784;-3016.183;-116.217;2983.746;6411185.750;0.462;1.165;0.477;-2.478;3577.254;0.683;-3.161;8149933.818;7322.185;0.001;-3.061;11912403.176
11.000;6844.899;6876801.777;6910904.715;-3017.797;-117.839;2982.117;6411185.750;0.462;1.165;0.477;-2.478;3579.098;0.683;-3.161;8149933.818;7322.185;0.001;-3.062;11912331.820
12.000;6841.880;6876683.128;6913886.017;-3019.411;-119.460;2980.487;6411185.750;0.462;1.165;0.477;-2.478;3580.942;0.684;-3.162;8149933.818;7322.185;0.001;-3.063;11912259.166
13.000;6838.860;6876562.857;6916865.689;-3021.024;-121.082;2978.856;6411185.750;0.462;1.165;0.477;-2.478;3582.787;0.684;-3.162;8149933.818;7322.185;0.001;-3.063;11912185.215
14.000;6835.838;6876440.964;6919843.729;-3022.637;-122.704;2977.225;6411185.750;0.462;1.165;0.477;-2.478;3584.631;0.684;-3.162;8149933.818;7322.185;0.001;-3.064;11912109.967
15.000;6832.815;6876317.449;6922820.138;-3024.248;-124.325;2975.593;6411185.750;0.462;1.165;0.477;-2.478;3586.475;0.685;-3.163;8149933.818;7322.185;0.001;-3.065;11912033.422
16.000;6829.790;6876192.313;6925794.914;-3025.859;-125.947;2973.960;6411185.750;0.462;1.165;0.477;-2.478;3588.319;0.685;-3.163;8149933.818;7322.185;0.001;-3.065;11911955.580
17.000;6826.763;6876065.556;6928768.057;-3027.470;-127.568;2972.326;6411185.750;0.462;1.165;0.477;-2.478;3590.163;0.685;-3.164;8149933.818;7322.185;0.001;-3.066;11911876.440
18.000;6823.735;6875937.177;6931739.566;-3029.079;-129.190;2970.692;6411185.750;0.462;1.165;0.477;-2.478;3592.007;0.686;-3.164;8149933.818;7322.185;0.001;-3.067;11911796.003
19.000;6820.705;6875807.176;6934709.440;-3030.688;-130.812;2969.057;6411185.750;0.462;1.165;0.477;-2.478;3593.852;0.686;-3.164;8149933.818;7322.185;0.001;-3.068;11911714.269
20.000;6817.674;6875675.554;6937677.679;-3032.296;-132.433;2967.421;6411185.750;0.462;1.165;0.477;-2.478;3595.696;0.687;-3.165;8149933.818;7322.185;0.001;-3.068;11911631.238
21.000;6814.640;6875542.310;6940644.281;-3033.904;-134.055;2965.784;6411185.750;0.462;1.165;0.477;-2.478;3597.540;0.687;-3.165;8149933.818;7322.185;0.001;-3.069;11911546.909
22.000;6811.606;6875407.444;6943609.247;-3035.511;-135.676;2964.147;6411185.750;0.462;1.165;0.477;-2.478;3599.384;0.687;-3.165;8149933.818;7322.185;0.001;-3.070;11911461.283
23.000;6808.569;6875270.957;6946572.575;-3037.117;-137.298;2962.509;6411185.750;0.462;1.165;0.477;-2.478;3601.228;0.688;-3.166;8149933.818;7322.185;0.001;-3.070;11911374.360
24.000;6805.532;6875132.848;6949534.264;-3038.723;-138.920;2960.870;6411185.750;0.462;1.165;0.477;-2.478;3603.073;0.688;-3.166;8149933.818;7322.185;0.001;-3.071;11911286.139
25.000;6802.492;6874993.118;6952494.314;-3040.327;-140.541;2959.230;6411185.750;0.462;1.165;0.477;-2.478;3604.917;0.688;-3.166;8149933.818;7322.185;0.001;-3.072;11911196.622
26.000;6799.451;6874851.766;6955452.724;-3041.932;-142.163;2957.590;6411185.750;0.462;1.165;0.477;-2.478;3606.761;0.689;-3.167;8149933.818;7322.185;0.001;-3.073;11911105.807
27.000;6796.408;6874708.793;6958409.494;-3043.535;-143.784;2955.949;6411185.750;0.462;1.165;0.477;-2.478;3608.605;0.689;-3.167;8149933.818;7322.185;0.001;-3.073;11911013.694
28.000;6793.364;6874564.197;6961364.623;-3045.138;-145.406;2954.307;6411185.750;0.462;1.165;0.477;-2.478;3610.449;0.689;-3.167;8149933.818;7322.185;0.001;-3.074;11910920.285
29.000;6790.318;6874417.981;6964318.109;-3046.740;-147.028;2952.665;6411185.750;0.462;1.165;0.477;-2.478;3612.294;0.690;-3.168;8149933.818;7322.185;0.001;-3.075;11910825.578
30.000;6787.270;6874270.142;6967269.952;-3048.341;-148.649;2951.022;6411185.750;0.462;1.165;0.477;-2.478;3614.138;0.690;-3.168;8149933.818;7322.185;0.001;-3.076;11910729.573
31.000;6784.221;6874120.682;6970220.152;-3049.942;-150.271;2949.378;6411185.750;0.462;1.165;0.477;-2.478;3615.982;0.690;-3.168;8149933.818;7322.185;0.001;-3.076;11910632.272
32.000;6781.170;6873969.600;6973168.708;-3051.542;-151.893;2947.733;6411185.750;0.462;1.165;0.477;-2.478;3617.827;0.691;-3.169;8149933.818;7322.185;0.001;-3.077;11910533.673
33.000;6778.118;6873816.897;6976115.618;-3053.142;-153.514;2946.088;6411185.750;0.462;1.165;0.477;-2.478;3619.671;0.691;-3.169;8149933.818;7322.185;0.001;-3.078;11910433.776
34.000;6775.064;6873662.572;6979060.883;-3054.740;-155.136;2944.442;6411185.750;0.462;1.165;0.477;-2.478;3621.515;0.692;-3.170;8149933.818;7322.185;0.001;-3.078;11910332.583
35.000;6772.009;6873506.626;6982004.501;-3056.338;-156.757;2942.795;6411185.750;0.462;1.165;0.477;-2.478;3623.359;0.692;-3.170;8149933.818;7322.185;0.001;-3.079;11910230.092
36.000;6768.951;6873349.057;6984946.472;-3057.936;-158.379;2941.147;6411185.750;0.462;1.165;0.477;-2.478;3625.204;0.692;-3.170;8149933.818;7322.185;0.001;-3.080;11910126.303
37.000;6765.893;6873189.867;6987886.795;-3059.533;-160.001;2939.499;6411185.750;0.462;1.165;0.477;-2.478;3627.048;0.693;-3.171;8149933.818;7322.185;0.001;-3.081;11910021.217
38.000;6762.832;6873029.056;6990825.469;-3061.129;-161.622;2937.850;6411185.750;0.462;1.165;0.477;-2.478;3628.892;0.693;-3.171;8149933.818;7322.185;0.001;-3.081;11909914.834
39.000;6759.770;6872866.622;6993762.494;-3062.724;-163.244;2936.200;6411185.750;0.462;1.165;0.477;-2.478;3630.737;0.693;-3.171;8149933.818;7322.185;0.001;-3.082;11909807.154
40.000;6756.707;6872702.568;6996697.868;-3064.319;-164.866;2934.549;6411185.750;0.462;1.165;0.477;-2.478;3632.581;0.694;-3.172;8149933.818;7322.185;0.001;-3.083;11909698.176
41.000;6753.642;6872536.891;6999631.592;-3065.913;-166.487;2932.898;6411185.750;0.462;1.165;0.477;-2.478;3634.425;0.694;-3.172;8149933.818;7322.185;0.001;-3.084;11909587.900
42.000;6750.575;6872369.593;7002563.664;-3067.506;-168.109;2931.246;6411185.750;0.462;1.165;0.477;-2.478;3636.270;0.694;-3.172;8149933.818;7322.185;0.001;-3.084;11909476.327
43.000;6747.507;6872200.673;7005494.083;-3069.098;-169.731;2929.593;6411185.750;0.462;1.165;0.477;-2.478;3638.114;0.695;-3.173;8149933.818;7322.185;0.001;-3.085;11909363.457
44.000;6744.437;6872030.131;7008422.850;-3070.690;-171.353;2927.940;6411185.750;0.462;1.165;0.477;-2.478;3639.958;0.695;-3.173;8149933.818;7322.185;0.001;-3.086;11909249.289
45.000;6741.365;6871857.967;7011349.962;-3072.282;-172.974;2926.285;6411185.750;0.462;1.165;0.477;-2.478;3641.803;0.695;-3.173;8149933.818;7322.185;0.001;-3.086;11909133.824
46.000;6738.292;6871684.182;7014275.420;-3073.872;-174.596;2924.630;6411185.750;0.462;1.165;0.477;-2.478;3643.647;0.696;-3.174;8149933.818;7322.185;0.001;-3.087;11909017.061
47.000;6735.218;6871508.775;7017199.223;-3075.462;-176.218;2922.975;6411185.750;0.462;1.165;0.477;-2.478;3645.491;0.696;-3.174;8149933.818;7322.185;0.001;-3.088;11908899.001
48.000;6732.141;6871331.747;7020121.369;-3077.051;-177.839;2921.318;6411185.750;0.462;1.165;0.477;-2.478;3647.336;0.697;-3.175;8149933.818;7322.185;0.001;-3.089;11908779.643
49.000;6729.064;6871153.097;7023041.858;-3078.640;-179.461;2919.661;6411185.750;0.462;1.165;0.477;-2.478;3649.180;0.697;-3.175;8149933.818;7322.185;0.001;-3.089;11908658.988
50.000;6725.984;6870972.824;7025960.690;-3080.228;-181.083;2918.003;6411185.750;0.462;1.165;0.477;-2.478;3651.024;0.697;-3.175;8149933.818;7322.185;0.001;-3.090;11908537.035
51.000;6722.903;6870790.931;7028877.864;-3081.815;-182.705;2916.344;6411185.750;0.462;1.165;0.477;-2.478;3652.869;0.698;-3.176;8149933.818;7322.185;0.001;-3.091;11908413.784
52.000;6719.821;6870607.415;7031793.378;-3083.401;-184.326;2914.685;6411185.750;0.462;1.165;0.477;-2.478;3654.713;0.698;-3.176;8149933.818;7322.185;0.001;-3.091;11908289.237
53.000;6716.736;6870422.278;7034707.233;-3084.987;-185.948;2913.025;6411185.750;0.462;1.165;0.477;-2.478;3656.558;0.698;-3.176;8149933.818;7322.185;0.001;-3.092;11908163.391
54.000;6713.651;6870235.519;7037619.427;-3086.572;-187.570;2911.364;6411185.750;0.462;1.165;0.477;-2.478;3658.402;0.699;-3.177;8149933.818;7322.185;0.001;-3.093;11908036.248
55.000;6710.563;6870047.138;7040529.960;-3088.157;-189.192;2909.702;6411185.750;0.462;1.165;0.477;-2.478;3660.247;0.699;-3.177;8149933.818;7322.185;0.001;-3.094;11907907.808
56.000;6707.474;6869857.135;7043438.831;-3089.741;-190.814;2908.040;6411185.750;0.462;1.165;0.477;-2.478;3662.091;0.699;-3.177;8149933.818;7322.185;0.001;-3.094;11907778.069
57.000;6704.384;6869665.511;7046346.039;-3091.324;-192.435;2906.376;6411185.750;0.462;1.165;0.477;-2.478;3663.935;0.700;-3.178;8149933.818;7322.185;0.001;-3.095;11907647.034
58.000;6701.292;6869472.264;7049251.584;-3092.906;-194.057;2904.713;6411185.750;0.462;1.165;0.477;-2.478;3665.780;0.700;-3.178;8149933.818;7322.185;0.001;-3.096;11907514.700
59.000;6698.198;6869277.396;7052155.464;-3094.488;-195.679;2903.048;6411185.750;0.462;1.165;0.477;-2.478;3667.624;0.700;-3.178;8149933.818;7322.185;0.001;-3.097;11907381.069
60.000;6695.103;6869080.906;7055057.679;-3096.069;-197.301;2901.383;6411185.750;0.462;1.165;0.477;-2.478;3669.469;0.701;-3.179;8149933.818;7322.185;0.001;-3.097;11907246.141
61.000;6692.006;6868882.795;7057958.229;-3097.650;-198.923;2899.716;6411185.750;0.462;1.165;0.477;-2.478;3671.313;0.701;-3.179;8149933.818;7322.185;0.001;-3.098;11907109.914
62.000;6688.907;6868683.061;7060857.112;-3099.229;-200.544;2898.050;6411185.750;0.462;1.165;0.477;-2.478;3673.158;0.701;-3.180;8149933.818;7322.185;0.001;-3.099;11906972.390
63.000;6685.807;6868481.706;7063754.328;-3100.808;-202.166;2896.382;6411185.750;0.462;1.165;0.477;-2.478;3675.002;0.702;-3.180;8149933.818;7322.185;0.001;-3.099;11906833.569
64.000;6682.706;6868278.728;7066649.876;-3102.387;-203.788;2894.714;6411185.750;0.462;1.165;0.477;-2.478;3676.847;0.702;-3.180;8149933.818;7322.185;0.001;-3.100;11906693.449
65.000;6679.603;6868074.129;7069543.755;-3103.964;-205.410;2893.045;6411185.750;0.462;1.165;0.477;-2.478;3678.691;0.703;-3.181;8149933.818;7322.185;0.001;-3.101;11906552.032
66.000;6676.498;6867867.908;7072435.964;-3105.541;-207.032;2891.375;6411185.750;0.462;1.165;0.477;-2.478;3680.536;0.703;-3.181;8149933.818;7322.185;0.001;-3.102;11906409.317
67.000;6673.391;6867660.065;7075326.504;-3107.118;-208.654;2889.704;6411185.750;0.462;1.165;0.477;-2.478;3682.380;0.703;-3.181;8149933.818;7322.185;0.001;-3.102;11906265.305
68.000;6670.284;6867450.601;7078215.372;-3108.693;-210.276;2888.033;6411185.750;0.462;1.165;0.477;-2.478;3684.225;0.704;-3.182;8149933.818;7322.185;0.001;-3.103;11906119.995
69.000;6667.174;6867239.514;7081102.569;-3110.268;-211.898;2886.361;6411185.750;0.462;1.165;0.477;-2.478;3686.070;0.704;-3.182;8149933.818;7322.185;0.001;-3.104;11905973.387
70.000;6664.063;6867026.805;7083988.094;-3111.843;-213.520;2884.688;6411185.750;0.462;1.165;0.477;-2.478;3687.914;0.704;-3.182;8149933.818;7322.185;0.001;-3.105;11905825.481
71.000;6660.950;6866812.475;7086871.945;-3113.416;-215.142;2883.014;6411185.750;0.462;1.165;0.477;-2.478;3689.759;0.705;-3.183;8149933.818;7322.185;0.001;-3.105;11905676.277
72.000;6657.836;6866596.522;7089754.123;-3114.989;-216.763;2881.340;6411185.750;0.462;1.165;0.477;-2.478;3691.603;0.705;-3.183;8149933.818;7322.185;0.001;-3.106;11905525.776
73.000;6654.720;6866378.948;7092634.625;-3116.562;-218.385;2879.665;6411185.750;0.462;1.165;0.477;-2.478;3693.448;0.705;-3.183;8149933.818;7322.185;0.001;-3.107;11905373.977
74.000;6651.603;6866159.752;7095513.453;-3118.133;-220.007;2877.989;6411185.750;0.462;1.165;0.477;-2.478;3695.293;0.706;-3.184;8149933.818;7322.185;0.001;-3.107;11905220.880
75.000;6648.484;6865938.933;7098390.604;-3119.704;-221.629;2876.313;6411185.750;0.462;1.165;0.477;-2.478;3697.137;0.706;-3.184;8149933.818;7322.185;0.001;-3.108;11905066.485
76.000;6645.364;6865716.493;7101266.078;-3121.275;-223.251;2874.636;6411185.750;0.462;1.165;0.477;-2.478;3698.982;0.706;-3.185;8149933.818;7322.185;0.001;-3.109;11904910.793
77.000;6642.242;6865492.431;7104139.875;-3122.844;-224.873;2872.958;6411185.750;0.462;1.165;0.477;-2.478;3700.826;0.707;-3.185;8149933.818;7322.185;0.001;-3.110;11904753.802
78.000;6639.118;6865266.746;7107011.993;-3124.413;-226.495;2871.279;6411185.750;0.462;1.165;0.477;-2.478;3702.671;0.707;-3.185;8149933.818;7322.185;0.001;-3.110;11904595.514
79.000;6635.993;6865039.440;7109882.432;-3125.981;-228.117;2869.599;6411185.750;0.462;1.165;0.477;-2.478;3704.516;0.708;-3.186;8149933.818;7322.185;0.001;-3.111;11904435.928
80.000;6632.866;6864810.512;7112751.191;-3127.549;-229.739;2867.919;6411185.750;0.462;1.165;0.477;-2.478;3706.360;0.708;-3.186;8149933.818;7322.185;0.001;-3.112;11904275.043
81.000;6629.738;6864579.961;7115618.270;-3129.116;-231.361;2866.238;6411185.750;0.462;1.165;0.477;-2.478;3708.205;0.708;-3.186;8149933.818;7322.185;0.001;-3.113;11904112.861
82.000;6626.608;6864347.789;7118483.667;-3130.682;-232.983;2864.556;6411185.750;0.462;1.165;0.477;-2.478;3710.050;0.709;-3.187;8149933.818;7322.185;0.001;-3.113;11903949.381
83.000;6623.476;6864113.994;7121347.383;-3132.248;-234.606;2862.874;6411185.750;0.462;1.165;0.477;-2.478;3711.895;0.709;-3.187;8149933.818;7322.185;0.001;-3.114;11903784.603
84.000;6620.343;6863878.578;7124209.415;-3133.812;-236.228;2861.191;6411185.750;0.462;1.165;0.477;-2.478;3713.739;0.709;-3.187;8149933.818;7322.185;0.001;-3.115;11903618.527
85.000;6617.209;6863641.539;7127069.764;-3135.377;-237.850;2859.507;6411185.750;0.462;1.165;0.477;-2.478;3715.584;0.710;-3.188;8149933.818;7322.185;0.001;-3.115;11903451.153
86.000;6614.073;6863402.878;7129928.428;-3136.940;-239.472;2857.822;6411185.750;0.462;1.165;0.477;-2.478;3717.429;0.710;-3.188;8149933.818;7322.185;0.001;-3.116;11903282.481
87.000;6610.935;6863162.596;7132785.407;-3138.503;-241.094;2856.136;6411185.750;0.462;1.165;0.477;-2.478;3719.273;0.710;-3.188;8149933.818;7322.185;0.001;-3.117;11903112.511
88.000;6607.796;6862920.691;7135640.701;-3140.065;-242.716;2854.450;6411185.750;0.462;1.165;0.477;-2.478;3721.118;0.711;-3.189;8149933.818;7322.185;0.001;-3.118;11902941.244
89.000;6604.655;6862677.163;7138494.307;-3141.627;-244.338;2852.763;6411185.750;0.462;1.165;0.477;-2.478;3722.963;0.711;-3.189;8149933.818;7322.185;0.001;-3.118;11902768.678
90.000;6601.512;6862432.014;7141346.227;-3143.187;-245.960;2851.076;6411185.750;0.462;1.165;0.477;-2.478;3724.808;0.711;-3.190;8149933.818;7322.185;0.001;-3.119;11902594.813
91.000;6598.368;6862185.243;7144196.458;-3144.748;-247.582;2849.387;6411185.750;0.462;1.165;0.477;-2.478;3726.653;0.712;-3.190;8149933.818;7322.185;0.001;-3.120;11902419.651
92.000;6595.223;6861936.849;7147045.001;-3146.307;-249.205;2847.698;6411185.750;0.462;1.165;0.477;-2.478;3728.497;0.712;-3.190;8149933.818;7322.185;0.001;-3.120;11902243.191
93.000;6592.076;6861686.834;7149891.854;-3147.866;-250.827;2846.008;6411185.750;0.462;1.165;0.477;-2.478;3730.342;0.713;-3.191;8149933.818;7322.185;0.001;-3.121;11902065.433
94.000;6588.927;6861435.196;7152737.016;-3149.424;-252.449;2844.317;6411185.750;0.462;1.165;0.477;-2.478;3732.187;0.713;-3.191;8149933.818;7322.185;0.001;-3.122;11901886.376
95.000;6585.777;6861181.935;7155580.488;-3150.981;-254.071;2842.626;6411185.750;0.462;1.165;0.477;-2.478;3734.032;0.713;-3.191;8149933.818;7322.185;0.001;-3.123;11901706.022
96.000;6582.625;6860927.053;7158422.268;-3152.538;-255.694;2840.934;6411185.750;0.462;1.165;0.477;-2.478;3735.877;0.714;-3.192;8149933.818;7322.185;0.001;-3.123;11901524.369
97.000;6579.472;6860670.548;7161262.355;-3154.094;-257.316;2839.241;6411185.750;0.462;1.165;0.477;-2.478;3737.722;0.714;-3.192;8149933.818;7322.185;0.001;-3.124;11901341.418
98.000;6576.317;6860412.421;7164100.749;-3155.650;-258.938;2837.547;6411185.750;0.462;1.165;0.477;-2.478;3739.567;0.714;-3.192;8149933.818;7322.185;0.001;-3.125;11901157.169
99.000;6573.160;6860152.672;7166937.448;-3157.204;-260.560;2835.852;6411185.750;0.462;1.165;0.477;-2.478;3741.411;0.715;-3.193;8149933.818;7322.185;0.001;-3.126;11900971.622
100.000;6570.002;6859891.301;7169772.453;-3158.759;-262.183;2834.157;6411185.750;0.462;1.165;0.477;-2.478;3743.256;0.715;-3.193;8149933.818;7322.185;0.001;-3.126;11900784.776
101.000;6566.843;6859628.307;7172605.762;-3160.312;-263.805;2832.461;6411185.750;0.462;1.165;0.477;-2.478;3745.101;0.715;-3.193;8149933.818;7322.185;0.001;-3.127;11900596.632
102.000;6563.682;6859363.691;7175437.375;-3161.865;-265.427;2830.765;6411185.750;0.462;1.165;0.477;-2.478;3746.946;0.716;-3.194;8149933.818;7322.185;0.001;-3.128;11900407.190
103.000;6560.519;6859097.453;7178267.291;-3163.417;-267.050;2829.067;6411185.750;0.462;1.165;0.477;-2.478;3748.791;0.716;-3.194;8149933.818;7322.185;0.001;-3.128;11900216.450
104.000;6557.355;6858829.592;7181095.509;-3164.968;-268.672;2827.369;6411185.750;0.462;1.165;0.477;-2.478;3750.636;0.716;-3.195;8149933.818;7322.185;0.001;-3.129;11900024.411
105.000;6554.189;6858560.109;7183922.029;-3166.519;-270.294;2825.670;6411185.750;0.462;1.165;0.477;-2.478;3752.481;0.717;-3.195;8149933.818;7322.185;0.001;-3.130;11899831.074
106.000;6551.022;6858289.003;7186746.849;-3168.069;-271.917;2823.970;6411185.750;0.462;1.165;0.477;-2.478;3754.326;0.717;-3.195;8149933.818;7322.185;0.001;-3.131;11899636.439
107.000;6547.853;6858016.275;7189569.969;-3169.618;-273.539;2822.270;6411185.750;0.462;1.165;0.477;-2.478;3756.171;0.718;-3.196;8149933.818;7322.185;0.001;-3.131;11899440.506
108.000;6544.683;6857741.925;7192391.388;-3171.167;-275.161;2820.569;6411185.750;0.462;1.165;0.477;-2.478;3758.016;0.718;-3.196;8149933.818;7322.185;0.001;-3.132;11899243.274
109.000;6541.511;6857465.952;7195211.106;-3172.715;-276.784;2818.867;6411185.750;0.462;1.165;0.477;-2.478;3759.861;0.718;-3.196;8149933.818;7322.185;0.001;-3.133;11899044.743
110.000;6538.337;6857188.357;7198029.121;-3174.262;-278.406;2817.164;6411185.750;0.462;1.165;0.477;-2.478;3761.706;0.719;-3.197;8149933.818;7322.185;0.001;-3.134;11898844.915
111.000;6535.162;6856909.140;7200845.433;-3175.809;-280.029;2815.460;6411185.750;0.462;1.165;0.477;-2.478;3763.551;0.719;-3.197;8149933.818;7322.185;0.001;-3.134;11898643.788
112.000;6531.986;6856628.300;7203660.041;-3177.355;-281.651;2813.756;6411185.750;0.462;1.165;0.477;-2.478;3765.396;0.719;-3.197;8149933.818;7322.185;0.001;-3.135;11898441.362
113.000;6528.808;6856345.837;7206472.945;-3178.900;-283.274;2812.051;6411185.750;0.462;1.165;0.477;-2.478;3767.241;0.720;-3.198;8149933.818;7322.185;0.001;-3.136;11898237.638
114.000;6525.628;6856061.752;7209284.143;-3180.445;-284.896;2810.345;6411185.750;0.462;1.165;0.477;-2.478;3769.086;0.720;-3.198;8149933.818;7322.185;0.001;-3.136;11898032.616
115.000;6522.447;6855776.044;7212093.636;-3181.989;-286.519;2808.639;6411185.750;0.462;1.165;0.477;-2.478;3770.931;0.720;-3.198;8149933.818;7322.185;0.001;-3.137;11897826.295
116.000;6519.264;6855488.714;7214901.421;-3183.532;-288.141;2806.932;6411185.750;0.462;1.165;0.477;-2.478;3772.777;0.721;-3.199;8149933.818;7322.185;0.001;-3.138;11897618.675
117.000;6516.080;6855199.762;7217707.499;-3185.075;-289.764;2805.224;6411185.750;0.462;1.165;0.477;-2.478;3774.622;0.721;-3.199;8149933.818;7322.185;0.001;-3.139;11897409.757
118.000;6512.894;6854909.186;7220511.868;-3186.617;-291.387;2803.515;6411185.750;0.462;1.165;0.477;-2.478;3776.467;0.721;-3.200;8149933.818;7322.185;0.001;-3.139;11897199.541
119.000;6509.706;6854616.989;7223314.528;-3188.158;-293.009;2801.805;6411185.750;0.462;1.165;0.477;-2.478;3778.312;0.722;-3.200;8149933.818;7322.185;0.001;-3.140;11896988.026
120.000;6506.517;6854323.168;7226115.479;-3189.699;-294.632;2800.095;6411185.750;0.462;1.165;0.477;-2.478;3780.157;0.722;-3.200;8149933.818;7322.185;0.001;-3.141;11896775.212
121.000;6503.327;6854027.725;7228914.718;-3191.239;-296.254;2798.384;6411185.750;0.462;1.165;0.477;-2.478;3782.002;0.723;-3.201;8149933.818;7322.185;0.001;-3.142;11896561.100
122.000;6500.135;6853730.660;7231712.247;-3192.778;-297.877;2796.672;6411185.750;0.462;1.165;0.477;-2.478;3783.848;0.723;-3.201;8149933.818;7322.185;0.001;-3.142;11896345.689
123.000;6496.941;6853431.971;7234508.063;-3194.317;-299.500;2794.960;6411185.750;0.462;1.165;0.477;-2.478;3785.693;0.723;-3.201;8149933.818;7322.185;0.001;-3.143;11896128.979
124.000;6493.746;6853131.660;7237302.166;-3195.855;-301.122;2793.247;6411185.750;0.462;1.165;0.477;-2.478;3787.538;0.724;-3.202;8149933.818;7322.185;0.001;-3.144;11895910.971
125.000;6490.550;6852829.726;7240094.556;-3197.392;-302.745;2791.533;6411185.750;0.462;1.165;0.477;-2.478;3789.383;0.724;-3.202;8149933.818;7322.185;0.001;-3.144;11895691.664
126.000;6487.352;6852526.170;7242885.231;-3198.928;-304.368;2789.818;6411185.750;0.462;1.165;0.477;-2.478;3791.229;0.724;-3.202;8149933.818;7322.185;0.001;-3.145;11895471.059
127.000;6484.152;6852220.991;7245674.191;-3200.464;-305.991;2788.102;6411185.750;0.462;1.165;0.477;-2.478;3793.074;0.725;-3.203;8149933.818;7322.185;0.001;-3.146;11895249.154
128.000;6480.951;6851914.189;7248461.435;-3202.000;-307.613;2786.386;6411185.750;0.462;1.165;0.477;-2.478;3794.919;0.725;-3.203;8149933.818;7322.185;0.001;-3.147;11895025.951
129.000;6477.748;6851605.764;7251246.963;-3203.534;-309.236;2784.669;6411185.750;0.462;1.165;0.477;-2.478;3796.764;0.725;-3.203;8149933.818;7322.185;0.001;-3.147;11894801.449
130.000;6474.544;6851295.717;7254030.773;-3205.068;-310.859;2782.951;6411185.750;0.462;1.165;0.477;-2.478;3798.610;0.726;-3.204;8149933.818;7322.185;0.001;-3.148;11894575.649
131.000;6471.338;6850984.047;7256812.864;-3206.601;-312.482;2781.232;6411185.750;0.462;1.165;0.477;-2.478;3800.455;0.726;-3.204;8149933.818;7322.185;0.001;-3.149;11894348.549
132.000;6468.130;6850670.754;7259593.237;-3208.134;-314.104;2779.513;6411185.750;0.462;1.165;0.477;-2.478;3802.300;0.726;-3.205;8149933.818;7322.185;0.001;-3.149;11894120.151
133.000;6464.921;6850355.838;7262371.890;-3209.666;-315.727;2777.793;6411185.750;0.462;1.165;0.477;-2.478;3804.146;0.727;-3.205;8149933.818;7322.185;0.001;-3.150;11893890.454
134.000;6461.711;6850039.299;7265148.823;-3211.197;-317.350;2776.072;6411185.750;0.462;1.165;0.477;-2.478;3805.991;0.727;-3.205;8149933.818;7322.185;0.001;-3.151;11893659.458
135.000;6458.499;6849721.137;7267924.034;-3212.728;-318.973;2774.351;6411185.750;0.462;1.165;0.477;-2.478;3807.837;0.728;-3.206;8149933.818;7322.185;0.001;-3.152;11893427.163
136.000;6455.286;6849401.353;7270697.524;-3214.257;-320.596;2772.628;6411185.750;0.462;1.165;0.477;-2.478;3809.682;0.728;-3.206;8149933.818;7322.185;0.001;-3.152;11893193.570
137.000;6452.071;6849079.945;7273469.290;-3215.787;-322.219;2770.905;6411185.750;0.462;1.165;0.477;-2.478;3811.527;0.728;-3.206;8149933.818;7322.185;0.001;-3.153;11892958.677
